character,jp_dialogue,en_dialogue,route,act,game
"
Reimu

","
ここで騒ぎを起こせば出て
くるかしら？

","
Will she come
if I cause trouble here?

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Sakuya

","
もう十分騒がしいわ

","
You've already caused enough.

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
BGM: 月時計　～ ルナ・ダイアル

","
BGM: Lunar Clock ~ Luna Dial

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Sakuya

","
でも、あなたはお嬢様には
会えない
それこそ、時間を止めてでも
時間稼ぎが出来るから

","
Even so, you cannot meet with
my mistress.
I can stall you for as long as it takes by stopping time.

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
Sakuya Izayoi DEFEATED

",,Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
If playing on Easy

",,Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Reimu

","
さぁ、どおだ！

","
How's that!?

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Sakuya

","
その程度で、なにいきがってんのよ
まだまだだわ
２時間前に出直してきな

","
Why are you so full of yourself, at this level?
You have a long way to go.
Come back two hours earlier.

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
Bad Ending　No. 01

",,Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
If playing on Normal or a higher difficulty level

",,Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Reimu

","
さぁ、会わせてくれるかしら

","
Now I wonder if you'll let me meet with the mistress.

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Sakuya

","
強い・・・
でも、お嬢様ならあるいは

","
She's strong...
But maybe the mistress can...

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
エリュシオンに血の雨

","
Rain of Blood over Elysium [7]

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
BGM: ツェペシュの幼き末裔

","
BGM: The Young Descendent of Tepes [8]

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
Sakuya Izayoi ENTERS

",,Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Sakuya

","
お嬢様の怒られる前に
せめて１ボムでも潰させないと～

","
I've got to at least make you waste a bomb
before the mistress gets mad at me...

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Reimu

","
黙って、お使いにでも出たら？

","
Can't you be quiet and go run some errands?

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
Sakuya Izayoi DEFEATED

",,Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Reimu

","
そろそろ姿、見せてもいいん
じゃない？
お嬢さん？

","
Isn't it about time you
showed yourself?
""Mistress""?

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
Remilia Scarlet ENTERS

",,Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
永遠の紅い幼き月
レミリア・スカーレット

","
The Eternal Young Scarlet Moon
Remilia Scarlet

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Remilia

","
やっぱり、人間って使えないわね

","
I knew it. Humans are useless.

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Reimu

","
さっきのメイドは人間だったのか

","
Was that maid really human?

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Remilia

","
あなた、殺人犯ね

","
You. You're the murderer.

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Reimu

","
一人までなら大量殺人犯じゃない
から大丈夫よ

","
Don't worry, it was only one person,
so it's not like I'm a serial killer.

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Remilia

","
で？

","
Well?

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Reimu

","
そうそう、迷惑なの
あんたが

","
Oh right, you're being a huge
nuisance.

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Remilia

","
短絡ね。しかも理由が分からない

","
How quick you are to accuse. And I don't even know why.

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Reimu

","
とにかく、ここから出ていって
くれる？

","
Whatever, could you
just leave?

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Remilia

","
ここは、私の城よ？
出ていくのはあなただわ。

","
This is my castle, is it not?
You are the one who will leave.

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Reimu

","
この世から出てってほしいのよ

","
I want you to leave this world.

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Remilia

","
しょうがないわね
今、お腹いっぱいだけど・・・

","
So that's how it's going to be.
I am already full, but...

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Reimu

","
護衛にあのメイドを
雇っていたんでしょ？
そんな、箱入りお嬢様なんて
一撃よ！

","
Didn't you hire that maid
to protect you?
I can take a sheltered girl like you
down in one blow!

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Remilia

","
咲夜は優秀な掃除係
おかげで、首一つ落ちてないわ

","
Sakuya is an excellent cleaner.
Not a single head is on the floor, thanks to her.

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Reimu

","
あなたはつよいの？

","
Are you strong?

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
BGM: 亡き王女の為のセプテット

","
BGM: Septette for a Dead Princess [9]

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Remilia

","
さあね。
あんまり外に出して貰えないの
私が日光に弱いから

","
Who knows.
I don't get to go outside often.
Since I'm weak to sunlight.

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Reimu

","
・・・
なかなか出来るわね

","
...
So you're strong, then.

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Remilia

","
こんなに月も紅いから
本気で殺すわよ

","
The moon is so red tonight...
I will end your life for real.

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Reimu

","
こんなに月も紅いのに

","
The moon is so red, but...

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
Remilia
Reimu

","
楽しい夜になりそうね
永い夜になりそうね

","
Looks like it's going to be a fun night.
Looks like it's going to be a long night.

",Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
Remilia Scarlet DEFEATED

",,Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
If player has continued

",,Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
Bad Ending No. 1

",,Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
If player has not continued and is using Reimu-A

",,Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
Ending　No. 3

",,Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
If player has not continued and is using Reimu-B

",,Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
Ending　No. 4

",,Reimu,Scenario,Embodiment_of_Scarlet_Devil
"
","
夢幻夜行絵巻　～ Mystic Flier

","
Fantastic Night Parade Scroll ~ Mystic Flier

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
BGM: ほおずきみたいに紅い魂

","
BGM: A Soul as Scarlet as a Ground Cherry

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
こういう気持ち、なんというか･･･
あいつだったら「気持ちいいわね」
とかいいそうだな
わたしは夜は嫌いだけどな
変な奴しかいないし

","
This kinda feeling, it's...
Knowing her, she'd probably say,
""It sure feels great out"".
I hate the night, though.
There's only weirdos around at this hour.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
Rumia ENTERS

",,Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
???

","
変な奴って誰のことよ

","
Who are you calling a weirdo?

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
誰もあんたのことって言ってないぜ

","
Nobody said anything about you.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
宵闇の妖怪
ルーミア

","
The Youkai of the Dusk
Rumia

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Rumia

","
それはまぁ、当然

","
Um, no, of course not.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
で、何でそんな手広げてるのさ

","
So, why are you stretching out your arms like that?

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
BGM: 妖魔夜行

","
BGM: Apparitions Stalk the Night

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Rumia

","
「聖者は十字架に磔られました」
っていってるように見える？

","
Doesn't it remind you of
a saint crucified on a cross?

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
「人類は十進法を採用しました」
って見えるな

","
It looks to me more like
humankind learning how to add.[1]

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
Rumia DEFEATED

",,Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
人類以外は
指は十本じゃないのかしら

","
I wonder if non-humans have enough fingers

to even count up to ten.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
湖上の魔精　～ Water Magus

","
Nixie on the Lake ~ Water Magus

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
BGM: ルーネイトエルフ

","
BGM: Lunate Elf

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
Daiyousei ENTERS

",,Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
Daiyousei DEFEATED

",,Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
島は確かこの辺だったような気が
するが・・・
もしかして移動してるのか？
それにしても・・・
おおよそ夏だぜ
なんでこんなに冷えるんだ？

","
I'm sure the island was
around here...
Could it be moving?
That aside...
It's the middle of summer.
Why's it so cold?

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
Cirno ENTERS

",,Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
BGM: おてんば恋娘

","
BGM: Tomboyish Girl in Love

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
湖上の氷精
チルノ

","
Ice Fairy of the Lake
Cirno

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Cirno

","
もう二度と陸には上がらせないよ！

","
You'll never walk upon land again!

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
あんたね。寒いのは

","
So you were the cold one.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Cirno

","
暑いよりはいいでしょ？

","
Better than being hot, don't you think?

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
寒い奴

","
Gee, that was a cool pun.[2]

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Cirno

","
それはなにか違う・・・

","
No, I didn't mean...

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
いっぱいいっぱいなんだろ？

","
That's the best you can do, isn't it?

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
Cirno DEFEATED

",,Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
ああ、半袖じゃ体に悪いわ
早く、お茶でも出してくれるお屋敷
探そう、っと

","
Ah, these short sleeves are bad for my body.
I should find a mansion that serves
tea soon.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
紅色の境　～ Scarlet Land

","
Scarlet Border ~ Scarlet Land

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
BGM: 上海紅茶館　～ Chinese Tea

","
BGM: Shanghai Scarlet Teahouse ~ Chinese Tea

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
Hong Meiling ENTERS

",,Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
???

","
くそ、とりあえず逃げるぞ！

","
Damn, gotta run for now!

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
逃すぜ

","
See ya later.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
Hong Meiling LEAVES

",,Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
Hong Meiling ENTERS

",,Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
???

","
あ、さっきはどうも

","
Ah, thanks back there.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
お久しぶりですわ

","
Long time no see.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
華人小娘
紅 美鈴

","
Chinese Girl
Hong Meiling

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Meiling

","
って、私たちいつから知り合いに
なったのよ～

","
Hey, since when have we
known each otherrrr.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
さっきだろ？

","
Since just before, remember?

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Meiling

","
うーん、変な奴と会っちゃった
なぁ

","
Hmm. I did run into some weirdo,
didn't I.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
いいから邪魔だよ
ここの番人なんだろ？

","
Whatever, you're in the way.
Aren't you the guard around here?

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Meiling

","
番人だから、邪魔するのよ

","
You know, a guard's job is to get in the way.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
やっぱ、あんた、番人なのか？

","
So you are the guard, after all?

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Meiling

","
番人してるだけの普通の人よ

","
No, I'm just a normal person who happens to be guarding.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
BGM: 明治十七年の上海アリス

","
BGM: Shanghai Alice of Meiji 17[3]

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
つまり、普通の人ね
ここで成敗してくれるわ

","
So then you're a normal person.
Then I'll punish you right here.[4]

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Meiling

","
あんた、どういう教育を受けたのよ

","
What kind of an education did you have?

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
Hong Meiling DEFEATED

",,Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
If playing either the demo or the full version

",,Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
やっぱり普通の人と戦うのは、
私の性にあわないわ

","
Just as I thought, fighting
normal people doesn't suit me.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Meiling

","
絶対うそだ～

","
That had to be a lie...

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
暗闇の館　～ Save the mind.

","
Mansion of Darkness ~ Save the Mind

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
BGM: ヴワル魔法図書館

","
BGM: Voile, the Magic Library

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
Koakuma ENTERS

",,Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
Koakuma DEFEATED

",,Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
わぁ、本がいっぱいだぁ
後で、さっくり貰っていこ

","
Whoa, so many books.
I'll take some on my way out later.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
Patchouli Knowledge ENTERS

",,Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
BGM: ラクトガール　～ 少女密室

","
BGM: Locked Girl ~ The Girl's Sealed Room

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
???

","
持ってかないでー

","
Don't carry them off...

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
持ってくぜ

","
I'm gonna carry 'em off.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
","
知識と日陰の少女
パチュリー・ノーレッジ

","
The Girl of Knowledge and Shade
Patchouli Knowledge

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Patchouli

","
えぇーと、目の前の黒いのを
消極的にやっつけるには・・・

","
Let's see... How to take out the black thing in front of me
without having to do anything...

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
（載ってるのか？）

","
(That is actually written in there?)

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Patchouli

","
うーん、最近、目が悪くなったわ

","
Hmm, my eyes have gotten worse lately.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
部屋が暗いんじゃないのか？

","
Isn't that because the room is so dark?

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Patchouli

","
鉄分が足りないのかしら

","
Perhaps I have an iron deficiency.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
どっちかっつーとビタミンＡだな

","
If anything, it's vitamin A.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Patchouli

","
あなたは？

","
How about you?

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
足りてるぜ、色々とな

","
I have enough. Of a lot of things.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Patchouli

","
じゃぁ、頂こうかしら

","
Then maybe I'll help myself.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Marisa

","
私は美味しいぜ

","
I'm really tasty.

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
"
Patchouli

","
えぇーと、簡単に素材のアクを
取り除く調理法は・・・

","
Let's see... How to easily remove
the impurities from my ingredients...

",Marisa,Scenario,Embodiment_of_Scarlet_Devil
