"CHARACTER","EN_DIALOGUE","ROUTE","ACT","GAME"
"Marisa","""This power stone from the Lunar Capital.
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Marisa","It's a good thing I took the one that was mixed with the occult balls.
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Marisa","I had no idea it held such power it could make Gensokyo fall into chaos.""
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Yukari","""Hello! I hope I'm not bothering you.""","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Marisa","""Waah, ya surprised me! Stop appearin' so suddenly.""","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Yukari","""So, you've been to the Lunar Capital?""","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Marisa","""Uh, yeah. I went and saved the Lunar Capital.""","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Yukari","""Aha, great job, superhero.""","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Marisa","""Superheroine. What business do you have here?""","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Yukari","""This power stone. Show it to me a little.""","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Marisa","""Ah, I guess ya want to retrieve 'n break it?""","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Yukari","""Nooo, not at all. Such a precious thing... why do you think I would do that?""","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Marisa","""Well, this's a dangerous item which has the power to materialize urban legends.
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Marisa","It could actually make Gensokyo fall into chaos.""
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Yukari","""What are you saying? I already knew all that.""","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Yukari","""Aren't we lucky to have gained such information and such magical power?
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Yukari","Gensokyo can change even more with this.""
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Marisa","""What? Sayin' this isn't like you.""","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Marisa","""I was certain you were the type who'd protect the barrier 'n reject change, but...""","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Yukari","""Ufufufu, was that so?
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Yukari","At any rate, did you meet the one who created this power stone?""
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Marisa","""Y-yeah...""","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Yukari","""Splendid, make sure to cherish your relationship with that one.
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Yukari","Dear me! It's a delight to be so busy.""
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Reisen","""What? The mission failed?""","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Marisa","""Well, whether it failed or not
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Marisa","...I didn't even really understand what plan it was to begin with.""
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Reisen","""The plan to chase the moon rabbits back.
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Reisen","You at least understood that, right?
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Reisen","It was a mistake to rely on you.""
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Marisa","""Why didja entrust me with that `Ultramarine Orb Elixir? in the first place?""","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Reisen","""It wasn't only you.
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Reisen","We also gave it to other humans.""
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Reisen","""However, these other humans said they didn't want to use that elixir.
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Reisen","Well, there could actually be some secondary effects...""
","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Marisa","""What? Are there?!""","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Marisa","""Wait a sec.""","Marisa","Endings","Legacy_of_Lunatic_Kingdom"
"Marisa","She's reached an understanding with us.""
","Marisa","Endings","Mountain_of_Faith"
"Marisa","""Huh?""","Marisa","Endings","Mountain_of_Faith"
"Nitori","""Lady Yasaka didn't come here to hurt us. In fact,
we're a lot better off now that she's here.""
","Marisa","Endings","Mountain_of_Faith"
"Marisa","""What? Did she take over already?""","Marisa","Endings","Mountain_of_Faith"
"Nitori","""The mountain used to belong to a kishin.
","Marisa","Endings","Mountain_of_Faith"
"Nitori","But they disappeared, and their faith went, too.""
","Marisa","Endings","Mountain_of_Faith"
"Nitori","""So, the world became a lot less interesting.
","Marisa","Endings","Mountain_of_Faith"
"Nitori","That's why we've welcomed this new god.
","Marisa","Endings","Mountain_of_Faith"
"Nitori","Isn't it fun to party with the gods every day?""
","Marisa","Endings","Mountain_of_Faith"
"Marisa","""Parties... Is that what faith is all about?""","Marisa","Endings","Mountain_of_Faith"
"Nitori","""Faith is intimacy. There's another party today!""","Marisa","Endings","Mountain_of_Faith"
"Nitori","""I told you, humans aren't allowed to go any further.""","Marisa","Endings","Mountain_of_Faith"
"Marisa","""Oh, it's okay, isn't it?
","Marisa","Endings","Mountain_of_Faith"
"Marisa","You let me go in that one time.""
","Marisa","Endings","Mountain_of_Faith"
"Marisa","It seems you wanted to build a shrine for me, but I've
no interest in such a poorly-constructed shrine.""
","Marisa","Endings","Mountain_of_Faith"
"Marisa","""Hey, that's kinda rude.""","Marisa","Endings","Mountain_of_Faith"
"Kanako","""It's even okay if you only invite me to the feasts.""","Marisa","Endings","Mountain_of_Faith"
"Reimu","""Well, then, maybe it's okay...
","Marisa","Endings","Mountain_of_Faith"
"Reimu","I've learned how annoying one-sided religious solicitation is...""
","Marisa","Endings","Mountain_of_Faith"
"Reimu","""You look tired. Did something happen yesterday?""","Marisa","Endings","Mountain_of_Faith"
"Marisa","""Oh, no.
","Marisa","Endings","Mountain_of_Faith"
"Marisa","Just went to the mountain to find yummy cucumbers...""
","Marisa","Endings","Mountain_of_Faith"
"Reimu","""You look tired. Did something happen yesterday?""","Marisa","Endings","Mountain_of_Faith"
"Marisa","""Oh, no.
","Marisa","Endings","Mountain_of_Faith"
"Marisa","I just went to tell the tengu about a neat rumor.""
","Marisa","Endings","Mountain_of_Faith"
"Reimu","""You look tired. Did something happen yesterday?""","Marisa","Endings","Mountain_of_Faith"
"Marisa","""Oh, no.
","Marisa","Endings","Mountain_of_Faith"
"Marisa","The leaves were so beautiful... I got caught up in some vigorous leaf-viewing.""
","Marisa","Endings","Mountain_of_Faith"
"Kanako","""In any case, why would a human such as you build a
shrine in a forest that receives no visitors?""
","Marisa","Endings","Mountain_of_Faith"
"Marisa","""It's nice to try new things.
","Marisa","Endings","Mountain_of_Faith"
"Marisa","Wouldn't it be bad if humans came here too often?""
","Marisa","Endings","Mountain_of_Faith"
"Kanako","""In a sense. It would be hard on the visitors.""","Marisa","Endings","Mountain_of_Faith"
"Marisa","""Well, you built a shrine on top of a mountain...
","Marisa","Endings","Mountain_of_Faith"
"Marisa","What kind of person would go all the way up there?""
","Marisa","Endings","Mountain_of_Faith"
"Kanako","""Why, there's no problem.
","Marisa","Endings","Mountain_of_Faith"
"Kanako","My goal was to gather faith from the youkai.
","Marisa","Endings","Mountain_of_Faith"
"Kanako","I meant to leave human faith to the Hakurei Shrine...""
","Marisa","Endings","Mountain_of_Faith"
"Marisa","""?so, this person is a god, and
over there is a very maiden-like person.""
","Marisa","Endings","Mountain_of_Faith"
"Kanako","""Hello, I'm a god.""","Marisa","Endings","Mountain_of_Faith"
"Sanae","""Ah, do you remember me? I'm the one that said maybe
you could change out your god...""
","Marisa","Endings","Mountain_of_Faith"
"Reimu","""...So? What are you here for?""","Marisa","Endings","Mountain_of_Faith"
"Marisa","""We talked it over and came to an agreement.
","Marisa","Endings","Mountain_of_Faith"
"Marisa","Well, don't misunderstand that...
","Marisa","Endings","Mountain_of_Faith"
"Marisa","Anyway, why not hand over your shrine to this god?""
","Marisa","Endings","Mountain_of_Faith"
"Kanako","""Why not give it a try?""","Marisa","Endings","Mountain_of_Faith"
"Reimu","""Why does even Marisa side with my enemies now?""","Marisa","Endings","Mountain_of_Faith"
"Kanako","""I'm not your enemy.
","Marisa","Endings","Mountain_of_Faith"
"Kanako","I merely wish to help your shrine...
","Marisa","Endings","Mountain_of_Faith"
"Kanako","We can both benefit; surely that's a good deal?""
","Marisa","Endings","Mountain_of_Faith"
"Sanae","""Of course, we won't force you. The decision is yours.""","Marisa","Endings","Mountain_of_Faith"
"Marisa","""It might be kind of interesting.""","Marisa","Endings","Mountain_of_Faith"
"Kanako","""Of course it would be, with me around.""","Marisa","Endings","Mountain_of_Faith"
"Sanae","""Shrines do normally change hands from time to time.""","Marisa","Endings","Mountain_of_Faith"
"Reimu","""Am I the only one that doesn't like this?
","Marisa","Endings","Mountain_of_Faith"
"Reimu","Why is even Marisa...?""
","Marisa","Endings","Mountain_of_Faith"
"Marisa","""Well, I broke a good sweat.
","Marisa","Endings","Ten_Desires"
"Marisa","Can't be far from immortality now!""
","Marisa","Endings","Ten_Desires"
"Marisa","""That girl's just nuts.
","Marisa","Endings","Ten_Desires"
"Marisa","Got a whole different aura from anyone else I've ever met...
","Marisa","Endings","Ten_Desires"
"Marisa","Gonna hafta run for now!""
","Marisa","Endings","Ten_Desires"
"Marisa","""So, whaddya want granted?
","Marisa","Endings","Ten_Desires"
"Marisa","Wha? `I want something tasty?? Eat some shrooms.
","Marisa","Endings","Ten_Desires"
"Marisa","`My hips ache?? I know a good massage place.""
","Marisa","Endings","Ten_Desires"
"Marisa","""Man, how do you understand all these guys like this?""","Marisa","Endings","Ten_Desires"
"Miko","""I told you, there's no point if you can't listen to ten desires at once.""","Marisa","Endings","Ten_Desires"
"Marisa","""Ten at once... eh?""","Marisa","Endings","Ten_Desires"
"Marisa","""Thirsty... sleepy... with... dreams... power...
","Marisa","Endings","Ten_Desires"
"Marisa","Geez, stop talkin' over one another!""
","Marisa","Endings","Ten_Desires"
"Miko","""People's thoughts change every moment.
","Marisa","Endings","Ten_Desires"
"Miko","If you try to listen to them one by one, the result will differ.
","Marisa","Endings","Ten_Desires"
"Miko","So you must listen to them all together, or you will not see the truth.""
","Marisa","Endings","Ten_Desires"
"Marisa","""You're asking the impossible, lady!""","Marisa","Endings","Ten_Desires"
"Miko","""Well, I happen to think it's rather easy.""","Marisa","Endings","Ten_Desires"
"Marisa","""You ain't exactly normal, are you...""","Marisa","Endings","Ten_Desires"
"Marisa","""Toh! Hah!""","Marisa","Endings","Ten_Desires"
"Marisa","Um, I wonder if this is what Taoist training is supposed to be like?""
","Marisa","Endings","Ten_Desires"
"Aya","""Extra--! Extra--!
","Marisa","Endings","Unconnected_Marketeers"
"Aya","How amazing... I mean, terrifying.""
","Marisa","Endings","Unconnected_Marketeers"
"Aya","""It was the magician Marisa Kirisame--!
","Marisa","Endings","Unconnected_Marketeers"
"Aya","It seems she got lost on the mountain--!
","Marisa","Endings","Unconnected_Marketeers"
"Aya","Climbing the mountain at night, is she sane--!?""
","Marisa","Endings","Unconnected_Marketeers"
"Megumu","""Heh heh heh, the mountain is plentiful with resources, after all.
","Marisa","Endings","Unconnected_Marketeers"
"Megumu","I bet you're jealous, but I've no mind to share with humans.""
","Marisa","Endings","Unconnected_Marketeers"
"Marisa","""Oh yeah, I saw that Rainbow Dragon Cave mine thing.""","Marisa","Endings","Unconnected_Marketeers"
"Megumu","""...so you saw. Not a word to anyone else, please.""","Marisa","Endings","Unconnected_Marketeers"
"Marisa","""I heard from this strange woman with magatamas called Misumaru,
","Marisa","Endings","Unconnected_Marketeers"
"Marisa","that you were excavating magic items from the mine.""
","Marisa","Endings","Unconnected_Marketeers"
"Megumu","""Misumaru...? Who's that?""","Marisa","Endings","Unconnected_Marketeers"
"Marisa","""Huh? She's not the one mining there?""","Marisa","Endings","Unconnected_Marketeers"
"Megumu","""She's not who I entrusted the mining to, no.
","Marisa","Endings","Unconnected_Marketeers"
"Megumu","Perhaps she's a looter? Can't overlook that.""
","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","""...huh?
","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","You went to Miss Chimata after discarding all your cards?""
","Marisa","Endings","Unconnected_Marketeers"
"Marisa","""It was an accident! I picked that card by mistake!""","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","""The marketplace god wanted to gain faith
","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","through monetary exchange...
","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","You essentially denied that even without thinking about it.""
","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","""And now Miss Chimata is bedridden...""","Marisa","Endings","Unconnected_Marketeers"
"Marisa","""What? Bedridden!?""","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","""Yep, she seems to be having nightmares
of a robber who can't even engage in basic commerce.""
","Marisa","Endings","Unconnected_Marketeers"
"Marisa","""A robber is a bit of an overstatement I think.
","Marisa","Endings","Unconnected_Marketeers"
"Marisa","Oh yeah, you're that great tengu's servant right?
What business do you have with me?""
","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","""Although it was just how things happened to end up, Master Iizunamaru is still
worried about sending you to the berserk god, Miss Chimata that is...
","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","Think of it as aftercare!""
","Marisa","Endings","Unconnected_Marketeers"
"Marisa","""How fishy...""","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","""Even if you are indeed a brilliant card user
that enjoyed card games...
","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","Oh, to think Miss Chimata would attack you so relentlessly!""
","Marisa","Endings","Unconnected_Marketeers"
"Marisa","""Card games...?""","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","""But I'm so glad you seem to be unharmed.""","Marisa","Endings","Unconnected_Marketeers"
"Marisa","""Actually, aren't you that great tengu's pet?
","Marisa","Endings","Unconnected_Marketeers"
"Marisa","Why'd ya go tattle on yer boss to the marketplace god?""
","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","""...""","Marisa","Endings","Unconnected_Marketeers"
"Marisa","""You can't be too suspicious with folks whose intentions you can't guess.
","Marisa","Endings","Unconnected_Marketeers"
"Marisa","What IS your goal, anyways?""
","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","""I don't know if you'd believe me...
","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","But it was all for the sake of profits.
","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","I always act with the best of Master Iizunamru's financial benefit in mind.
","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","And that includes coming to check up on you, Miss Marisa!""
","Marisa","Endings","Unconnected_Marketeers"
"Marisa","""...
","Marisa","Endings","Unconnected_Marketeers"
"Marisa","Welp, that's good enough for me.
","Marisa","Endings","Unconnected_Marketeers"
"Marisa","Thanks for caring.""
","Marisa","Endings","Unconnected_Marketeers"
"Tsukasa","""Heheheh, you're welcome.""","Marisa","Endings","Unconnected_Marketeers"
"Megumu","""Oh, so you're fine.
","Marisa","Endings","Unconnected_Marketeers"
"Megumu","I was worried about you.""
","Marisa","Endings","Unconnected_Marketeers"
"Marisa","""Whew, that marketplace god
","Marisa","Endings","Unconnected_Marketeers"
